Gen	t_n8	t_n9	t_n10	t_n11	t_n12	t_n13	mu1	mu2	mu3	mu_bar	sigma2_1	sigma2_2	sigma2_3	sigma2_bar	lnL
604	0.1377584	0.1342508	0.0840711	0.0566514	0.0245011	0.0487465	0.4534757	0.1634046	1.7210972	0.2303708	0.0099976	0.0049708	0.0869677	0.0527527	-34993.675
606	0.1111094	0.1051544	0.0631193	0.0443733	0.0189678	0.0381816	0.5789535	0.2201893	2.5005460	0.4768599	0.0099976	0.0238424	0.0869677	0.0527527	-34989.832
608	0.0962257	0.0956853	0.0547673	0.0368270	0.0164579	0.0309497	0.6443041	0.2537685	2.8818832	0.4768599	0.0063256	0.0122637	0.0532607	0.0527527	-34992.697
610	0.0978200	0.0919505	0.0547673	0.0366735	0.0164579	0.0333266	0.6443041	0.2261958	2.6027083	0.4768599	0.0184174	0.0365156	0.0632461	0.1208828	-34993.157
612	0.0739218	0.0735131	0.0436325	0.0293199	0.0126511	0.0255242	0.8058984	0.2888984	3.2554786	0.4768599	0.0184174	0.0365156	0.0632461	0.0646516	-34992.239
614	0.0829201	0.0824617	0.0489437	0.0328890	0.0134341	0.0286312	0.6772547	0.2796924	2.9022014	0.4768599	0.0104385	0.0211544	0.0353100	0.0646516	-34990.370
616	0.0946950	0.0912472	0.0566485	0.0367334	0.0150044	0.0319779	0.6396103	0.2504203	2.5984624	0.4768599	0.0399848	0.0211544	0.0872533	0.0646516	-34995.225
618	0.0946950	0.0942913	0.0566485	0.0392659	0.0140818	0.0319779	0.6508203	0.2504203	3.0226589	0.4768599	0.0180509	0.0211544	0.0872533	0.0438152	-34989.825
620	0.1006344	0.1002054	0.0602015	0.0417287	0.0149650	0.0339837	0.6720071	0.2558347	2.3968471	0.4768599	0.0180509	0.0211544	0.0528712	0.0438152	-35001.084
622	0.1507532	0.1501105	0.0901836	0.0625108	0.0238748	0.0509085	0.4240685	0.1868092	1.5991616	0.4768599	0.0073157	0.0363305	0.0528712	0.0511564	-34996.768
624	0.1630163	0.1586860	0.0979880	0.0679204	0.0261030	0.0591444	0.3902931	0.1535465	1.4717946	0.2177226	0.0345737	0.0363305	0.0347749	0.0911115	-34996.540
626	0.1431580	0.1330475	0.0821563	0.0569467	0.0218856	0.0452538	0.4655033	0.1945323	1.7554122	0.2177226	0.0106307	0.0363305	0.0347749	0.0574589	-34989.625
628	0.1762468	0.1614171	0.0964401	0.0704324	0.0282048	0.0590306	0.3644867	0.1572852	1.7579865	0.2177226	0.0106307	0.0363305	0.0246429	0.0494249	-35002.825
630	0.1672138	0.1551961	0.0964401	0.0717726	0.0295977	0.0544832	0.3644867	0.1486192	1.7579865	0.2177226	0.0050163	0.0706449	0.0339188	0.0494249	-34992.327
632	0.1371174	0.1359381	0.0776408	0.0610921	0.0251933	0.0463756	0.4282085	0.1746017	1.7279498	0.2177226	0.0048106	0.0334346	0.0275998	0.0186901	-35000.063
634	0.1626414	0.1596882	0.0972569	0.0724642	0.0298829	0.0512676	0.3845533	0.1472008	1.4567761	0.1828149	0.0048106	0.0257046	0.0302989	0.0398729	-34998.857
636	0.1626414	0.1551659	0.0972569	0.0706870	0.0282520	0.0512676	0.3620522	0.1646874	1.5923263	0.1828149	0.0127772	0.0257046	0.0224041	0.0208175	-34990.512
638	0.1454879	0.1317911	0.0826057	0.0590363	0.0260345	0.0452002	0.4270547	0.1813768	1.8747458	0.2896345	0.0127772	0.0257046	0.0142963	0.0208175	-34997.114
640	0.1646999	0.1630181	0.0946315	0.0725317	0.0319858	0.0555327	0.3685126	0.1476294	1.5259263	0.2896345	0.0224353	0.0225558	0.0228210	0.0816719	-34999.422
642	0.1743194	0.1630426	0.0946315	0.0704995	0.0291628	0.0555327	0.3976665	0.1476294	1.5259263	0.2896345	0.0482814	0.0225558	0.0112014	0.0618317	-34989.526
644	0.1743194	0.1612887	0.0946315	0.0704995	0.0310951	0.0505280	0.3588278	0.1338856	1.5259263	0.2896345	0.0175752	0.0543218	0.0247016	0.0353188	-35000.521
646	0.1684982	0.1541054	0.0926349	0.0665184	0.0293392	0.0521800	0.3766398	0.1263893	1.6172520	0.2896345	0.0175752	0.0543218	0.0361270	0.0353188	-34994.240
648	0.1509537	0.1380595	0.0829895	0.0595923	0.0243920	0.0467469	0.4311023	0.1530047	1.8052163	0.2896345	0.0175752	0.0745182	0.0525479	0.0982001	-34990.503
650	0.1799605	0.1645885	0.0949673	0.0710434	0.0290791	0.0557296	0.3616156	0.1321993	1.5142445	0.4349912	0.0175752	0.0745182	0.0525479	0.0320344	-34993.849
652	0.1448913	0.1258329	0.0821193	0.0557875	0.0234124	0.0448695	0.4491401	0.1922069	2.0015292	0.2588891	0.0175752	0.0745182	0.0257346	0.0916602	-34995.202
654	0.1498092	0.1392494	0.0849066	0.0543063	0.0242070	0.0463925	0.4343959	0.1738836	1.9358241	0.2588891	0.0113165	0.0396300	0.0623843	0.0394440	-34994.039
656	0.1889055	0.1654204	0.0999459	0.0673950	0.0321801	0.0584997	0.3444923	0.1378963	1.3725681	0.2588891	0.0113165	0.0396300	0.0747662	0.0394440	-34992.121
658	0.1889055	0.1726286	0.1019291	0.0673950	0.0344766	0.0584997	0.3444923	0.1431397	1.2944858	0.1535284	0.0113165	0.0396300	0.1304589	0.0394440	-34991.000
660	0.1473139	0.1327933	0.0794872	0.0568673	0.0245486	0.0456197	0.4417539	0.1685769	1.6277689	0.4392155	0.0113165	0.0087170	0.0829385	0.0394440	-34993.323
662	0.1523978	0.1436862	0.0834798	0.0559953	0.0229413	0.0471941	0.4243298	0.1538522	2.0000482	0.7421601	0.0031450	0.0202666	0.0662988	0.0394440	-35000.143
664	0.1375067	0.1254282	0.0725766	0.0488800	0.0222614	0.0461694	0.4860977	0.2009442	2.0334105	0.4125857	0.0031450	0.0202666	0.0684699	0.0394440	-34997.857
666	0.1569574	0.1431703	0.0828428	0.0585806	0.0254103	0.0483933	0.4258589	0.1760425	1.7412733	0.4125857	0.0090510	0.0378069	0.0684699	0.0394440	-34994.025
668	0.1811061	0.1651978	0.0990050	0.0675936	0.0272476	0.0558388	0.3549659	0.1401733	1.3642425	0.1754587	0.0175254	0.0642001	0.0485915	0.0394440	-34996.175
670	0.1811061	0.1651978	0.0963218	0.0675936	0.0272476	0.0558388	0.3814470	0.1372390	1.5845107	0.4012130	0.0081170	0.0263213	0.0282940	0.0121757	-34997.837
672	0.1512724	0.1379847	0.0855466	0.0564588	0.0246236	0.0466405	0.4566753	0.1643050	1.8970049	0.4012130	0.0139310	0.0121943	0.0282940	0.0340126	-34999.548
674	0.1483996	0.1379847	0.0855466	0.0564588	0.0263812	0.0466405	0.4263952	0.1643050	1.8970049	0.2155779	0.0059257	0.0121943	0.0267684	0.1047009	-34998.987
676	0.1171366	0.1089158	0.0675248	0.0445648	0.0194574	0.0368149	0.5004035	0.2202767	2.3064196	0.5425701	0.0020676	0.0439610	0.0267684	0.0365486	-34993.702
678	0.1265059	0.1202485	0.0729258	0.0481294	0.0193777	0.0397595	0.4772251	0.1894346	2.1356023	0.5425701	0.0015706	0.0439610	0.0267684	0.0557749	-35001.499
680	0.1724856	0.1707825	0.1054288	0.0704028	0.0313073	0.0581595	0.3262450	0.1324206	1.4599597	0.5425701	0.0016862	0.0439610	0.0224246	0.0332884	-35002.740
682	0.1508920	0.1434156	0.0885344	0.0591211	0.0293873	0.0471931	0.3884998	0.1447927	1.7385529	0.2327338	0.0016862	0.0439610	0.0224246	0.0698219	-34995.410
684	0.1545344	0.1434156	0.0835968	0.0591211	0.0293873	0.0471931	0.3884998	0.1652493	1.7385529	0.2327338	0.0031919	0.0439610	0.0620547	0.0698219	-34993.380
686	0.1324980	0.1265720	0.0794255	0.0549217	0.0243667	0.0416505	0.4401994	0.1711805	1.7784836	0.4033483	0.0031919	0.0439610	0.0486235	0.0409659	-34998.051
688	0.1569800	0.1499590	0.0941011	0.0650697	0.0271909	0.0493464	0.3715476	0.1554158	1.4757555	0.4033483	0.0031919	0.0439610	0.0543579	0.0409659	-34998.038
690	0.1569800	0.1569760	0.0941011	0.0650697	0.0271909	0.0529080	0.3715476	0.1694931	1.4757555	0.4033483	0.0031919	0.0826788	0.0543579	0.0772245	-34989.421
692	0.1370657	0.1370622	0.0821635	0.0569761	0.0237415	0.0481186	0.4255300	0.1691015	1.6901689	0.1837449	0.0016760	0.0826788	0.0736495	0.0772245	-34991.820
694	0.1370657	0.1370622	0.0821635	0.0608133	0.0237415	0.0481186	0.4255300	0.1930922	1.6901689	0.3007316	0.0032489	0.0607507	0.0861271	0.0772245	-34998.954
696	0.1736665	0.1728726	0.1028741	0.0678538	0.0289088	0.0585916	0.3494685	0.1585779	1.2856429	0.3007316	0.0032489	0.1243532	0.0974137	0.0772245	-34989.874
698	0.1736665	0.1728726	0.1061932	0.0678538	0.0289088	0.0538170	0.3494685	0.1572832	1.2856429	0.1631750	0.0032489	0.0566244	0.0974137	0.0772245	-34989.949
700	0.1317948	0.1293017	0.0782851	0.0491265	0.0221085	0.0411573	0.4569623	0.1749404	2.0650102	0.2930822	0.0032489	0.0566244	0.0510193	0.0772245	-34998.445
702	0.1320209	0.1284132	0.0782851	0.0531309	0.0247990	0.0411573	0.4569623	0.1749404	2.4252833	0.2930822	0.0013430	0.0566244	0.0996351	0.0772245	-34991.269
704	0.1055719	0.1026547	0.0610978	0.0406951	0.0188670	0.0343206	0.5714450	0.2187709	2.5970962	0.2930822	0.0023594	0.0566244	0.0509793	0.0772245	-34989.867
706	0.1546283	0.1505055	0.0861453	0.0592698	0.0266017	0.0483906	0.4052920	0.1560912	1.6908059	0.2930822	0.0029662	0.0566244	0.0509793	0.0772245	-34992.174
708	0.1541472	0.1511214	0.0813371	0.0592698	0.0266017	0.0483906	0.4052920	0.1501473	1.6908059	0.2930822	0.0044994	0.0566244	0.0832382	0.0772245	-34992.983
710	0.1550102	0.1476747	0.0813371	0.0592698	0.0266017	0.0520942	0.4052920	0.1588925	1.6908059	0.2930822	0.0069639	0.0566244	0.0958695	0.0229835	-34990.218
712	0.1550102	0.1529770	0.0919324	0.0614310	0.0297383	0.0548274	0.4183696	0.1437607	1.4322304	0.2930822	0.0069639	0.1471120	0.0484873	0.1225856	-34992.599
714	0.1591658	0.1554089	0.0919324	0.0649843	0.0297383	0.0548274	0.3873701	0.1477408	1.8502856	0.1520124	0.0164450	0.1471120	0.0539180	0.0591853	-34994.450
716	0.1591658	0.1493129	0.0919324	0.0617703	0.0297383	0.0567490	0.3873701	0.1541207	1.7432148	0.1520124	0.0072911	0.0316704	0.0539180	0.0591853	-34997.127
718	0.1599846	0.1521233	0.0919324	0.0596668	0.0283122	0.0499692	0.3873701	0.1615151	1.7267947	0.2840103	0.0072911	0.0316704	0.0539180	0.2075086	-34990.235
720	0.1400265	0.1292921	0.0781348	0.0507118	0.0240630	0.0424696	0.4557743	0.2026709	2.0317224	0.2840103	0.0155561	0.0316704	0.0310050	0.0742201	-34991.386
722	0.1382623	0.1276631	0.0771504	0.0500729	0.0226487	0.0419346	0.4868639	0.1903891	2.0576472	0.2442009	0.0244789	0.0316704	0.0602239	0.0218369	-34990.287
724	0.1604857	0.1481829	0.0895511	0.0581213	0.0262891	0.0487840	0.4194450	0.1534271	1.6218095	0.2034241	0.0210240	0.0112034	0.0602239	0.0621831	-34995.973
726	0.1749539	0.1615420	0.0976243	0.0633610	0.0306142	0.0540286	0.3718377	0.1480223	1.6948056	0.4603645	0.0089538	0.0112034	0.0482680	0.0366695	-34992.954
728	0.1536941	0.1419120	0.0857614	0.0615273	0.0268941	0.0495833	0.4232723	0.1516339	1.9292402	0.4603645	0.0048377	0.0112034	0.0887977	0.0926494	-34995.177
730	0.1620623	0.1496386	0.0904308	0.0648772	0.0306654	0.0463919	0.4014164	0.1517556	1.8296229	0.4603645	0.0020510	0.0112034	0.0887977	0.0374972	-34999.174
732	0.1845648	0.1634471	0.1020637	0.0757702	0.0358141	0.0541811	0.3653421	0.1276453	1.5665898	0.2396253	0.0020510	0.0112034	0.0635828	0.0152866	-34995.963
734	0.1554196	0.1376367	0.0859465	0.0599985	0.0278219	0.0456252	0.4338532	0.1524532	1.6748853	0.3785861	0.0020510	0.0231036	0.0635828	0.0309222	-35000.256
736	0.1341620	0.1256874	0.0764680	0.0521271	0.0240165	0.0414212	0.5025958	0.1614884	2.3768131	0.3785861	0.0036848	0.0231036	0.0346941	0.0191447	-35004.773
738	0.1491205	0.1269041	0.0803364	0.0565470	0.0250888	0.0435166	0.4783948	0.1537124	2.2623648	0.3785861	0.0036848	0.0116481	0.0346941	0.0282913	-34999.757
740	0.1605060	0.1432933	0.0854188	0.0638499	0.0285128	0.0525601	0.4236784	0.1361315	1.6056041	0.2005422	0.0036848	0.0047977	0.0215298	0.0282913	-34998.233
742	0.1899947	0.1634866	0.1017896	0.0755806	0.0337513	0.0622166	0.3579202	0.1227046	1.3481982	0.2816660	0.0036848	0.0047977	0.0122194	0.0077234	-34994.553
744	0.1712276	0.1473379	0.0917352	0.0681150	0.0304175	0.0560711	0.3971494	0.1361535	1.6065051	0.2919496	0.0107507	0.0047977	0.0195177	0.0148422	-34997.376
746	0.1749116	0.1505078	0.0937088	0.0706995	0.0302339	0.0572774	0.4053272	0.1332858	1.5726694	0.2919496	0.0080674	0.0112286	0.0195177	0.0090061	-35003.874
748	0.1749116	0.1550893	0.0953575	0.0706995	0.0302339	0.0595356	0.4053272	0.1332858	1.5726694	0.2919496	0.0136272	0.0112286	0.0421383	0.0335819	-34992.250
750	0.1749116	0.1550893	0.0953575	0.0745095	0.0302339	0.0615591	0.3713509	0.1377350	1.5726694	0.4860590	0.0136272	0.0112286	0.0159734	0.0335819	-34996.347
752	0.1749116	0.1630448	0.0935521	0.0701495	0.0319573	0.0615591	0.3713509	0.1377350	1.5726694	0.2327320	0.0052237	0.0112286	0.0590473	0.0335819	-34993.499
754	0.1749116	0.1630448	0.0967509	0.0701495	0.0317128	0.0644425	0.3476476	0.1377350	1.5726694	0.2327320	0.0085177	0.0112286	0.0373288	0.0335819	-34994.355
756	0.1255448	0.1170273	0.0694440	0.0517780	0.0227622	0.0395435	0.4667960	0.1918952	2.1910757	0.4821270	0.0046834	0.0300249	0.0373288	0.0335819	-34998.362
758	0.1522311	0.1341061	0.0842053	0.0627841	0.0253746	0.0479490	0.3849661	0.1398569	1.7857444	0.4821270	0.0029719	0.0562300	0.1025308	0.0780574	-35002.570
760	0.1777656	0.1564165	0.0982141	0.0677257	0.0295960	0.0598920	0.3300565	0.1252884	1.5310354	0.4821270	0.0066488	0.0562300	0.1025308	0.0780574	-34998.325
762	0.1620821	0.1382826	0.0820040	0.0630205	0.0236486	0.0568891	0.3733392	0.1453335	1.7318108	0.2772709	0.0066488	0.0562300	0.0451180	0.0602002	-34997.161
764	0.1460949	0.1280218	0.0772603	0.0551336	0.0206890	0.0462269	0.4607271	0.1893524	1.9795492	0.2772709	0.0066488	0.0562300	0.0766748	0.1287915	-34995.822
766	0.1512606	0.1312675	0.0786415	0.0551336	0.0187329	0.0462269	0.4607271	0.1872196	1.9795492	0.5290624	0.0066488	0.0562300	0.0406989	0.0925037	-34998.929
768	0.1656049	0.1479822	0.0886552	0.0649647	0.0211182	0.0575661	0.4086875	0.1775215	1.7529869	0.3456108	0.0066488	0.0562300	0.0667148	0.0925037	-34996.738
770	0.1362019	0.1246217	0.0696651	0.0489170	0.0171622	0.0467823	0.5028950	0.1788411	2.1570721	0.2653807	0.0066488	0.0562300	0.0667148	0.1456349	-34991.735
772	0.1679818	0.1536996	0.0855470	0.0550149	0.0211666	0.0576979	0.4077539	0.1450067	1.5934148	0.2653807	0.0086414	0.0562300	0.0727685	0.1456349	-34994.887
774	0.1716572	0.1577416	0.0799069	0.0526475	0.0207208	0.0534066	0.3908080	0.1456849	1.6276996	0.3645176	0.0050781	0.0562300	0.1120765	0.0743702	-34993.695
776	0.1679984	0.1550556	0.0830593	0.0549310	0.0203423	0.0534972	0.4078202	0.1400554	1.6759849	0.3645176	0.0050781	0.0138408	0.1153735	0.0743702	-34993.167
778	0.1403569	0.1340503	0.0718073	0.0474895	0.0195847	0.0462499	0.4944864	0.1684313	1.9386076	0.3645176	0.0292404	0.0339754	0.0757164	0.0743702	-34996.435
780	0.1716585	0.1639453	0.0838140	0.0580803	0.0239524	0.0530407	0.3761979	0.1377182	1.5762848	0.2229313	0.0167578	0.0339754	0.1121671	0.0743702	-34993.758
782	0.1630643	0.1572676	0.0838140	0.0580803	0.0239524	0.0530407	0.3799059	0.1502824	1.7652624	0.4199116	0.0067645	0.0339754	0.1121671	0.0285731	-34989.402
784	0.1597158	0.1496748	0.0838140	0.0605573	0.0283736	0.0530407	0.3666560	0.1502824	1.5312613	0.4199116	0.0067645	0.0813085	0.0595306	0.0913155	-35001.074
786	0.1386443	0.1334256	0.0693556	0.0501108	0.0234790	0.0410645	0.4683467	0.2018874	2.1270286	0.4199116	0.0063332	0.0813085	0.0661857	0.0913155	-35002.863
788	0.1514847	0.1437110	0.0833256	0.0592767	0.0286395	0.0478964	0.4250988	0.1549472	1.9306153	0.4199116	0.0063332	0.0813085	0.0498345	0.0913155	-34998.906
790	0.1514847	0.1455531	0.0833256	0.0592767	0.0286395	0.0478964	0.4250988	0.1601726	1.9306153	0.4199116	0.0046132	0.0813085	0.0612251	0.0221223	-35001.116
792	0.1501560	0.1455531	0.0833256	0.0566273	0.0278474	0.0460097	0.4250988	0.1640229	1.9306153	0.4477674	0.0076493	0.0352803	0.0643487	0.0411029	-34994.524
794	0.1330232	0.1246411	0.0738182	0.0501661	0.0226120	0.0407600	0.4665329	0.1851483	1.9722578	0.4477674	0.0076493	0.0352803	0.0508104	0.0119886	-34991.547
796	0.1044069	0.1010961	0.0570670	0.0393742	0.0166892	0.0342775	0.6309443	0.2611669	2.5128230	0.4477674	0.0053729	0.0352803	0.0321264	0.0150125	-34992.201
798	0.0920753	0.0891556	0.0512903	0.0347237	0.0155372	0.0302290	0.7154462	0.3356732	2.8493638	0.4477674	0.0035716	0.0352803	0.0453198	0.0150125	-34998.707
800	0.0998699	0.0958396	0.0556322	0.0376632	0.0168525	0.0327880	0.6596077	0.3094748	2.6269789	0.4477674	0.0035716	0.0352803	0.0377581	0.0306332	-34990.792
802	0.1364466	0.1329126	0.0760071	0.0509817	0.0239914	0.0447964	0.4827892	0.2027727	1.9227749	0.4477674	0.0016686	0.0352803	0.0529027	0.0142270	-34990.136
804	0.1626246	0.1533614	0.0877009	0.0588253	0.0276826	0.0516884	0.4184154	0.1757355	1.7527853	0.3081903	0.0033436	0.0352803	0.0194825	0.0142270	-34997.133
806	0.1626246	0.1533614	0.0913557	0.0588253	0.0305052	0.0538266	0.4184154	0.1574104	1.5702514	0.3081903	0.0033436	0.0142807	0.0374795	0.0174229	-34994.451
808	0.1364914	0.1253161	0.0745288	0.0493723	0.0256031	0.0444151	0.4985269	0.1875488	1.8708982	0.3081903	0.0033436	0.0396367	0.0374795	0.0402446	-34994.275
810	0.1656457	0.1520834	0.0854080	0.0626005	0.0299491	0.0465221	0.4287884	0.1556871	1.5416126	0.2302436	0.0066811	0.0103386	0.0728030	0.0402446	-34990.765
812	0.1656457	0.1520834	0.0898020	0.0626005	0.0306498	0.0512326	0.4287884	0.1690412	1.7328654	0.4208160	0.0073218	0.0269815	0.0336940	0.0402446	-34992.388
814	0.1656457	0.1476336	0.0898020	0.0627392	0.0262494	0.0512326	0.4287884	0.1510466	1.7328654	0.2392567	0.0073218	0.0705720	0.0336940	0.0322599	-34987.130
816	0.1553971	0.1384994	0.0879828	0.0609540	0.0271498	0.0441553	0.4570673	0.1610082	1.8471493	0.3956246	0.0172054	0.0339505	0.1090298	0.0322599	-34995.348
818	0.1469106	0.1309357	0.0789095	0.0576251	0.0256671	0.0417439	0.4785256	0.1604852	2.2620533	0.3956246	0.0109095	0.0339505	0.1614786	0.1861223	-34994.865
820	0.1469106	0.1309357	0.0789095	0.0576251	0.0241585	0.0400940	0.4785256	0.1563246	1.9580675	0.2622760	0.0055692	0.0339505	0.1904643	0.1861223	-34993.169
822	0.1825264	0.1626787	0.0941990	0.0715953	0.0334065	0.0476155	0.3851523	0.1339466	1.5759956	0.2622760	0.0055692	0.0897421	0.1095414	0.1861223	-34994.924
824	0.1813192	0.1626787	0.0990569	0.0748578	0.0334065	0.0402009	0.3851523	0.1387117	1.5759956	0.2622760	0.0159838	0.0897421	0.1095414	0.1861223	-35000.749
826	0.1600099	0.1435600	0.0831570	0.0625458	0.0262346	0.0408815	0.4364451	0.1571847	1.7858795	0.2622760	0.0154922	0.0897421	0.0535522	0.1084669	-34988.516
828	0.1378702	0.1200007	0.0716510	0.0515412	0.0226046	0.0352249	0.4984456	0.1799019	2.0726621	0.2622760	0.0263197	0.0897421	0.0576796	0.0681837	-34997.667
830	0.1547366	0.1413689	0.0804165	0.0578465	0.0253700	0.0423601	0.4441146	0.1770179	1.8467403	0.5303399	0.0263197	0.0384090	0.0506608	0.0681837	-34991.975
832	0.1375229	0.1256423	0.0714705	0.0514114	0.0240510	0.0376478	0.5176571	0.2132641	2.0778957	0.5303399	0.0391733	0.0384090	0.0380009	0.0332337	-34992.297
834	0.1693013	0.1476334	0.0879857	0.0635013	0.0268164	0.0463473	0.4003486	0.1732338	1.6878686	0.2396070	0.0775197	0.0846763	0.0380009	0.1056198	-34989.814
836	0.1582428	0.1351493	0.0869313	0.0616694	0.0276552	0.0476252	0.4834206	0.1742029	1.8058216	0.2396070	0.0173409	0.0846763	0.0433211	0.1056198	-35003.800
838	0.1299319	0.1134455	0.0729709	0.0552053	0.0236786	0.0448210	0.5352260	0.2075305	2.1513023	0.2396070	0.0173409	0.0846763	0.0225590	0.0316090	-34997.489
840	0.1659772	0.1449172	0.0932143	0.0673559	0.0302475	0.0572551	0.4045240	0.1691703	1.6841034	0.4255878	0.0173409	0.0846763	0.0196468	0.0575162	-35000.143
842	0.1659772	0.1449172	0.0932143	0.0707264	0.0302475	0.0500418	0.3804323	0.1633365	1.6841034	0.4255878	0.0173409	0.0846763	0.0363843	0.0575162	-34996.852
844	0.1659772	0.1449172	0.0932143	0.0707264	0.0316942	0.0500418	0.3965271	0.1603099	1.6841034	0.2188314	0.0256024	0.0599591	0.0550093	0.0575162	-34999.198
846	0.1659772	0.1449172	0.0932143	0.0724400	0.0342907	0.0537966	0.3815884	0.1643348	1.6841034	0.2188314	0.0480309	0.0988416	0.0369721	0.0575162	-35000.524
848	0.1659772	0.1449172	0.0935721	0.0724400	0.0311287	0.0537966	0.4270506	0.1482933	1.6841034	0.5703679	0.0480309	0.0596902	0.0145553	0.0307798	-34998.124
850	0.1611782	0.1403015	0.0935721	0.0695556	0.0311287	0.0508866	0.3996683	0.1620875	1.4902372	0.1692975	0.0187045	0.0596902	0.0138779	0.0775381	-34994.191
852	0.1706838	0.1550692	0.1028578	0.0766765	0.0306905	0.0562428	0.3838560	0.1584570	1.4407778	0.1692975	0.0143679	0.0596902	0.0138779	0.0272791	-34996.577
854	0.1706838	0.1550692	0.1028578	0.0766765	0.0330827	0.0562428	0.3631331	0.1425064	1.4407778	0.1822530	0.0358118	0.0596902	0.0080789	0.0272791	-34992.667
856	0.1535682	0.1395194	0.0986918	0.0689876	0.0297652	0.0572315	0.4333290	0.1685131	1.6013567	0.5382002	0.0358118	0.0596902	0.0237806	0.0707873	-34989.896
858	0.1595058	0.1449139	0.0973703	0.0684776	0.0279549	0.0594443	0.4171982	0.1751182	1.5417457	0.2593184	0.0358118	0.0596902	0.0305630	0.0278215	-34990.457
860	0.1595058	0.1449139	0.1014168	0.0707636	0.0305481	0.0594443	0.4171982	0.1751182	1.5417457	0.2593184	0.0612351	0.0596902	0.0305630	0.1417663	-34991.727
862	0.1627796	0.1539925	0.1091869	0.0751969	0.0285739	0.0631684	0.4149118	0.1537952	1.4508524	0.2593184	0.0261318	0.0596902	0.0326472	0.0232955	-34996.803
864	0.1627796	0.1539925	0.1066653	0.0704245	0.0285739	0.0631684	0.4088555	0.1682382	1.6642702	0.2593184	0.0261318	0.0596902	0.0528998	0.1412500	-34997.952
866	0.1678242	0.1539925	0.1066653	0.0718001	0.0244478	0.0631684	0.4088555	0.1457010	1.6642702	0.2593184	0.0261318	0.0343999	0.0685474	0.0290480	-34999.480
868	0.1640427	0.1550547	0.1021049	0.0718001	0.0282016	0.0631684	0.3753892	0.1457010	1.4102572	0.2593184	0.0261318	0.0744881	0.0685474	0.0600554	-34997.365
870	0.1682937	0.1570365	0.1021049	0.0696493	0.0269425	0.0631684	0.3428571	0.1493007	1.4102572	0.2593184	0.0855625	0.0744881	0.0591730	0.0600554	-34990.414
872	0.1621270	0.1570365	0.1021049	0.0696493	0.0269425	0.0631684	0.3242970	0.1810086	1.4102572	0.2593184	0.0855625	0.0744881	0.0375186	0.0593096	-34994.248
874	0.1682783	0.1529566	0.1021049	0.0723956	0.0269425	0.0631684	0.3786639	0.1467198	1.4102572	0.2593184	0.0354568	0.0744881	0.0375186	0.0593096	-34995.992
876	0.1725911	0.1639857	0.1094674	0.0776158	0.0288852	0.0677233	0.3540545	0.1389059	1.3154078	0.2089792	0.0354568	0.0744881	0.0251559	0.0593096	-34999.236
878	0.1550068	0.1472782	0.0939356	0.0697080	0.0259422	0.0608233	0.4082919	0.1365881	1.4646305	0.2089792	0.0354568	0.0383047	0.0397104	0.0593096	-34997.407
880	0.1550068	0.1472782	0.0939356	0.0697080	0.0259422	0.0608233	0.4082919	0.1391982	1.6866896	0.3850416	0.0119802	0.0383047	0.0397104	0.0208822	-35000.677
882	0.1550068	0.1513483	0.0939356	0.0660759	0.0262309	0.0639916	0.4016804	0.1686299	1.6866896	0.2421927	0.0119802	0.1732384	0.0397104	0.1059683	-34993.868
884	0.1601730	0.1563926	0.0970664	0.0716376	0.0271051	0.0661244	0.3738512	0.1646259	1.6313226	0.2421927	0.0119802	0.0627784	0.0229911	0.1059683	-34996.421
886	0.1697171	0.1609559	0.0970664	0.0711166	0.0271051	0.0661244	0.3990900	0.1586631	1.6313226	0.2421927	0.0308290	0.0224538	0.0360797	0.0195170	-34995.477
888	0.1720751	0.1631922	0.0984150	0.0666230	0.0252577	0.0670431	0.3679293	0.1564889	1.6089680	0.4267782	0.0313495	0.0621097	0.0624093	0.0802136	-34990.816
890	0.1657393	0.1613300	0.0957357	0.0683246	0.0269188	0.0637815	0.3679293	0.1441818	1.4437864	0.2186104	0.0313495	0.0621097	0.0435244	0.1238293	-34986.879
892	0.1657393	0.1628086	0.0957357	0.0683246	0.0303102	0.0637815	0.3679293	0.1314461	1.4437864	0.2186104	0.0168892	0.0621097	0.0268332	0.0296620	-34990.838
894	0.1703427	0.1628086	0.0957357	0.0696720	0.0329022	0.0637815	0.3679293	0.1289993	1.5687246	0.4085871	0.0397720	0.1327102	0.0233935	0.1175609	-34989.492
896	0.1703427	0.1628086	0.1006746	0.0719771	0.0360616	0.0601263	0.3845932	0.1336380	1.5687246	0.4085871	0.0397720	0.1327102	0.0300297	0.1175609	-35000.886
898	0.1817740	0.1628086	0.1006746	0.0731590	0.0350652	0.0525716	0.4020483	0.1384655	1.4559507	0.4085871	0.0716485	0.0424219	0.0636118	0.0356444	-34989.472
900	0.1630061	0.1395894	0.0902801	0.0637789	0.0298234	0.0471436	0.4397194	0.1696721	1.8666311	0.4085871	0.0716485	0.0424219	0.1127912	0.1097299	-34999.111
902	0.1603969	0.1373991	0.0837192	0.0627580	0.0274587	0.0434430	0.4157187	0.1512928	1.7221099	0.2159718	0.1018472	0.0424219	0.0665137	0.0467175	-34999.547
904	0.1811302	0.1551596	0.0984417	0.0708702	0.0310080	0.0490586	0.3560940	0.1448105	1.5249867	0.2159718	0.0360918	0.0424219	0.0358846	0.0467175	-34994.991
